business_context_label,mention_count,avg_priority,avg_semantic,avg_tiktok,max_engagement
tiktok_creator_commerce,9583,0.20918496086820412,0.08500161529089281,0.46778148805175834,884.0
consumer_product_discovery,5920,0.09880064138513514,0.06086268014755865,0.16807432432432431,234.0
fashion_accessories_travel,2748,0.056825712154294036,0.054004849489943337,0.06468340611353712,293.0
creator_business_signal,2019,0.07086325012382368,0.04723456757026156,0.11280336800396236,108.0
,1535,0.049963328338762214,0.0,0.13811074918566776,578.0
beauty_wellness_lifestyle,1447,0.04764492743607464,0.0651456417493909,0.02038700760193504,15.0
home_food_family_pets,1019,0.04417406280667321,0.062253447071655595,0.015947006869479884,34.0
